cat_id,cat_name,artist_id,artist_name,genres,face_count,face_id,face_pitch,face_yaw,face_roll,face_gender,face_glasses,face_height,face_width,face_beard,face_moustache,face_sideburns,face_smile
rock,Rock,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,album rock;british blues;classic rock;folk rock;hard rock;mellow gold;rock;singer-songwriter;soft rock,4,87c1f468-263a-41d2-a2bd-a86c8567d171,0.0,-1.3,-8.8,female,NoGlasses,48,48,0.0,0.0,0.0,0.036
rock,Rock,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,album rock;british blues;classic rock;folk rock;hard rock;mellow gold;rock;singer-songwriter;soft rock,4,aa1658d4-51f4-4960-a3ff-d2dad2aac7eb,0.0,-29.5,-10.0,male,NoGlasses,42,42,0.7,0.6,0.7,0.471
rock,Rock,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,album rock;british blues;classic rock;folk rock;hard rock;mellow gold;rock;singer-songwriter;soft rock,4,e42593a5-b9a4-4b9c-92e6-879c7505638a,0.0,16.5,10.1,male,NoGlasses,40,40,0.4,0.2,0.1,0.008
rock,Rock,5MspMQqdVbdwP6ax3GXqum,Annie Lennox,dance pop;dance rock;folk christmas;lilith;mellow gold;new romantic;new wave;new wave pop;pop christmas;pop rock;singer-songwriter;soft rock,1,894fbb07-1ccb-4fb5-a8b0-223570a4a1c7,0.0,0.9,2.6,female,NoGlasses,109,109,0.0,0.0,0.0,0.024
rock,Rock,4FtSnMlCVxCswABUmdhwpm,Carly Simon,adult standards;album rock;brill building pop;bubblegum pop;disco;folk;folk christmas;folk rock;mellow gold;new wave pop;pop christmas;singer-songwriter;soft rock,1,7a82312e-52bc-41db-9807-8298fa14c0f3,0.0,-21.3,-22.4,female,NoGlasses,279,279,0.0,0.0,0.0,1.0
rock,Rock,1sXbwvCQLGZnaH0Jp2HTVc,Linda Ronstadt,adult standards;album rock;brill building pop;bubblegum pop;christmas;classic rock;country;country rock;folk;folk christmas;folk rock;mellow gold;nashville sound;new wave pop;rock;roots rock;singer-songwriter;soft rock;traditional country;traditional folk,1,dfe87563-a66c-4760-b690-e4f9900e776d,0.0,-0.5,-1.5,female,NoGlasses,577,577,0.0,0.0,0.0,0.003
rock,Rock,2qFr8w5sWUITRlzZ9kZotF,Jefferson Airplane,album rock;art rock;blues-rock;classic rock;folk;folk rock;hard rock;mellow gold;psychedelic rock;rock;roots rock;singer-songwriter,4,1fbf8892-4d12-4254-bafa-b9c58614ee02,0.0,1.5,1.5,female,NoGlasses,106,106,0.0,0.0,0.0,0.0
rock,Rock,2qFr8w5sWUITRlzZ9kZotF,Jefferson Airplane,album rock;art rock;blues-rock;classic rock;folk;folk rock;hard rock;mellow gold;psychedelic rock;rock;roots rock;singer-songwriter,4,20ea2ec0-512a-40ed-99f8-f6288e41e917,0.0,1.9,1.2,male,Sunglasses,86,84,0.1,0.0,0.0,0.0
rock,Rock,2qFr8w5sWUITRlzZ9kZotF,Jefferson Airplane,album rock;art rock;blues-rock;classic rock;folk;folk rock;hard rock;mellow gold;psychedelic rock;rock;roots rock;singer-songwriter,4,2d968533-acda-4e97-89cb-046dfa8fefad,0.0,14.1,-3.7,male,ReadingGlasses,66,66,0.0,0.0,0.0,0.004
rock,Rock,2qFr8w5sWUITRlzZ9kZotF,Jefferson Airplane,album rock;art rock;blues-rock;classic rock;folk;folk rock;hard rock;mellow gold;psychedelic rock;rock;roots rock;singer-songwriter,4,0e3b0670-6472-428d-9953-630cf26f9ea5,0.0,10.2,9.1,male,NoGlasses,65,65,0.2,0.3,0.3,0.001
rock,Rock,4XaUmUGjidSklcDHxv3XWf,MS MR,folk-pop;indie pop;indie poptimism;indie r&b;indietronica;metropopolis;pop;shimmer pop;shiver pop;synthpop;tropical house,2,46894b7f-d5e6-40b7-b040-ea373fe2304e,0.0,-0.9,-4.5,male,NoGlasses,111,111,0.1,0.1,0.1,0.0
rock,Rock,4XaUmUGjidSklcDHxv3XWf,MS MR,folk-pop;indie pop;indie poptimism;indie r&b;indietronica;metropopolis;pop;shimmer pop;shiver pop;synthpop;tropical house,2,5a78d7ce-0196-4a75-b631-dda9bc564acd,0.0,-4.2,-3.3,female,NoGlasses,110,110,0.0,0.0,0.0,0.0
rock,Rock,6UocZe4AprSYBvmn3J0oqY,Shiny Toy Guns,alternative dance;indietronica;synthpop,1,0a6591a1-9f26-4c4b-a653-cfb016ed6328,0.0,4.2,10.9,male,ReadingGlasses,40,40,0.6,0.4,0.6,0.163
rock,Rock,6Nwhmo3adbTqPMCsgBgkf4,Slothrust,brooklyn indie;indie garage rock;indie punk;preverb,3,a74c0401-5d67-4476-a33a-ffe492cb6902,0.0,-2.3,-6.3,female,NoGlasses,115,115,0.0,0.0,0.0,0.0
rock,Rock,6Nwhmo3adbTqPMCsgBgkf4,Slothrust,brooklyn indie;indie garage rock;indie punk;preverb,3,385b6aab-8255-4c25-9217-4c5782380f65,0.0,13.0,-2.3,male,NoGlasses,113,113,0.7,0.7,0.5,0.0
rock,Rock,6Nwhmo3adbTqPMCsgBgkf4,Slothrust,brooklyn indie;indie garage rock;indie punk;preverb,3,584cb95f-b8f9-4cec-a638-51757c77fd1c,0.0,-5.9,-6.8,male,NoGlasses,96,96,0.7,0.5,0.7,0.0
rock,Rock,5eTq3PxbOh5vgeRXKNqPyV,The Runaways,protopunk,5,73e5ab75-06c8-4dda-8d73-8cecd86b7065,0.0,-12.2,8.6,female,NoGlasses,145,145,0.0,0.0,0.0,0.0
rock,Rock,5eTq3PxbOh5vgeRXKNqPyV,The Runaways,protopunk,5,94fc0c5d-584c-4903-99d9-5932ba23409a,0.0,22.8,-1.3,female,NoGlasses,141,141,0.0,0.0,0.0,0.0
rock,Rock,5eTq3PxbOh5vgeRXKNqPyV,The Runaways,protopunk,5,58d41133-221d-4c82-90ef-7c67bf5fbc69,0.0,1.9,-1.9,female,NoGlasses,135,135,0.0,0.0,0.0,0.672
rock,Rock,5eTq3PxbOh5vgeRXKNqPyV,The Runaways,protopunk,5,36dcadb8-e790-49ff-ae4b-56c90b78341c,0.0,4.1,0.6,female,NoGlasses,130,130,0.0,0.0,0.0,0.0
rock,Rock,5eTq3PxbOh5vgeRXKNqPyV,The Runaways,protopunk,5,295c34e9-ab4f-444a-a2c2-8179c252f6a2,0.0,-21.8,-8.8,female,NoGlasses,104,104,0.0,0.0,0.0,0.014
rock,Rock,1xgFexIwrf2QjbU0buCNnp,The Breeders,alternative pop;alternative rock;anti-folk;boston rock;britpop;dance rock;dream pop;garage rock;grunge;indie pop;indie rock;lo-fi;neo-psychedelic;new wave;noise pop;noise rock;pop rock;post-hardcore;post-punk;power pop;punk;rock;shoegaze;space rock;uk post-punk,4,d2246bcd-2ebc-48f2-960e-5ea020e6164c,0.0,0.7,3.6,female,NoGlasses,136,136,0.0,0.0,0.0,1.0
rock,Rock,1xgFexIwrf2QjbU0buCNnp,The Breeders,alternative pop;alternative rock;anti-folk;boston rock;britpop;dance rock;dream pop;garage rock;grunge;indie pop;indie rock;lo-fi;neo-psychedelic;new wave;noise pop;noise rock;pop rock;post-hardcore;post-punk;power pop;punk;rock;shoegaze;space rock;uk post-punk,4,bd3d757d-9853-489c-aada-992da9b00c39,0.0,-4.7,-1.9,male,NoGlasses,119,119,0.3,0.1,0.0,0.993
rock,Rock,1xgFexIwrf2QjbU0buCNnp,The Breeders,alternative pop;alternative rock;anti-folk;boston rock;britpop;dance rock;dream pop;garage rock;grunge;indie pop;indie rock;lo-fi;neo-psychedelic;new wave;noise pop;noise rock;pop rock;post-hardcore;post-punk;power pop;punk;rock;shoegaze;space rock;uk post-punk,4,e65f07c2-d64a-4c82-a206-aaefeac7dc2f,0.0,2.3,2.2,female,NoGlasses,117,117,0.0,0.0,0.0,1.0
rock,Rock,1xgFexIwrf2QjbU0buCNnp,The Breeders,alternative pop;alternative rock;anti-folk;boston rock;britpop;dance rock;dream pop;garage rock;grunge;indie pop;indie rock;lo-fi;neo-psychedelic;new wave;noise pop;noise rock;pop rock;post-hardcore;post-punk;power pop;punk;rock;shoegaze;space rock;uk post-punk,4,a6ad8e00-09ba-4dfe-82f7-2c9b6c09ba4c,0.0,-22.6,0.2,female,NoGlasses,109,109,0.0,0.0,0.0,0.641
rock,Rock,15jHZ1EZwmm2QDjKctvqJQ,Suzi Quatro,album rock;glam rock;hard rock;new wave pop;rock,1,f3995f06-d504-48f1-8924-4fb302428885,0.0,2.7,6.4,female,NoGlasses,232,232,0.0,0.0,0.0,1.0
rock,Rock,4nlqDmbzFzbNITaqjJv7D7,The Sundays,alternative pop;alternative rock;britpop;dream pop;folk-pop;lilith;madchester;new wave;new wave pop;pop rock;shoegaze,4,bc795ba4-bf3a-473c-98b6-02597165a9f9,0.0,-1.3,-4.5,male,NoGlasses,200,200,0.0,0.3,0.0,0.0
rock,Rock,4nlqDmbzFzbNITaqjJv7D7,The Sundays,alternative pop;alternative rock;britpop;dream pop;folk-pop;lilith;madchester;new wave;new wave pop;pop rock;shoegaze,4,475b671a-3179-46d6-9142-f9cda68db064,0.0,-13.4,11.0,male,NoGlasses,200,200,0.1,0.2,0.0,0.002
rock,Rock,4nlqDmbzFzbNITaqjJv7D7,The Sundays,alternative pop;alternative rock;britpop;dream pop;folk-pop;lilith;madchester;new wave;new wave pop;pop rock;shoegaze,4,5cf052dd-c4fe-46db-85d0-35237b4e581f,0.0,11.7,8.8,male,NoGlasses,199,199,0.6,0.2,0.3,0.0
rock,Rock,4nlqDmbzFzbNITaqjJv7D7,The Sundays,alternative pop;alternative rock;britpop;dream pop;folk-pop;lilith;madchester;new wave;new wave pop;pop rock;shoegaze,4,e31ee68c-daa8-4728-b3de-ea82dde07138,0.0,1.9,5.4,female,NoGlasses,185,185,0.0,0.0,0.0,0.0
rock,Rock,1L0y9srZMyh9XUnYGv37IP,'Til Tuesday,boston rock;dance rock;new romantic;new wave;new wave pop;synthpop,4,a346cfc5-a8f2-4e70-9650-59431f9d7990,0.0,4.7,2.4,male,NoGlasses,120,120,0.0,0.1,0.0,0.001
rock,Rock,1L0y9srZMyh9XUnYGv37IP,'Til Tuesday,boston rock;dance rock;new romantic;new wave;new wave pop;synthpop,4,41b8afff-a2a5-4b84-a8cb-f43d6d4def29,0.0,14.4,6.3,male,NoGlasses,119,119,0.4,0.3,0.2,0.213
rock,Rock,1L0y9srZMyh9XUnYGv37IP,'Til Tuesday,boston rock;dance rock;new romantic;new wave;new wave pop;synthpop,4,f9d0a7c4-1518-4a27-9bd6-f261909af24a,0.0,-20.6,-9.5,male,NoGlasses,116,116,0.1,0.0,0.0,0.0
rock,Rock,1L0y9srZMyh9XUnYGv37IP,'Til Tuesday,boston rock;dance rock;new romantic;new wave;new wave pop;synthpop,4,c84dd588-a6b6-42e0-8ca3-9d48cbd48c70,0.0,-1.8,4.5,female,NoGlasses,112,112,0.0,0.0,0.0,0.0
rock,Rock,2LXeJdQVcFkhkWydphLI74,Liz Phair,alternative pop;alternative rock;anti-folk;candy pop;folk christmas;folk-pop;indie christmas;indie rock;lilith;lo-fi;new wave pop;permanent wave;pop christmas;pop rock;power pop;singer-songwriter,1,f77dedc8-ac2b-4d0e-8d9d-e61a99bc222a,0.0,-2.6,15.4,female,NoGlasses,415,415,0.0,0.0,0.0,0.596
rock,Rock,0GByy3DcfbQwDvXGCWmzv9,Pretenders,album rock;art rock;classic rock;dance rock;folk;folk christmas;lilith;mellow gold;new romantic;new wave;new wave pop;permanent wave;pop rock;power pop;rock;roots rock;singer-songwriter;soft rock;synthpop,1,eb4bbd77-f38c-42a8-8072-9ec1dd72ae54,0.0,20.0,6.4,female,NoGlasses,138,138,0.0,0.0,0.0,0.133
rock,Rock,77tBvvyd6SD4Y9Um1xcbxP,Lita Ford,album rock;glam metal;hard rock;metal;rock;sleaze rock,4,c1b9d400-483f-4e42-8fbd-73e46947bb4a,0.0,-26.1,-6.1,male,NoGlasses,117,117,0.0,0.0,0.1,0.0
rock,Rock,77tBvvyd6SD4Y9Um1xcbxP,Lita Ford,album rock;glam metal;hard rock;metal;rock;sleaze rock,4,80b3cba7-77e8-416f-87bd-23c2e742042a,0.0,7.7,-3.1,female,NoGlasses,107,107,0.0,0.0,0.0,0.004
rock,Rock,77tBvvyd6SD4Y9Um1xcbxP,Lita Ford,album rock;glam metal;hard rock;metal;rock;sleaze rock,4,d2f3453e-bb70-476e-a3fc-cc4c349907a3,0.0,11.2,-8.2,male,NoGlasses,107,107,0.1,0.1,0.2,0.0
rock,Rock,77tBvvyd6SD4Y9Um1xcbxP,Lita Ford,album rock;glam metal;hard rock;metal;rock;sleaze rock,4,7a723b44-8bae-45bd-8cc2-b428334d284c,0.0,-16.3,-22.1,female,NoGlasses,99,99,0.0,0.0,0.0,0.5
rock,Rock,2mG8HHQ9S9kcbjcrb5N1FE,The Go-Go's,album rock;candy pop;dance rock;jangle pop;mellow gold;new romantic;new wave;new wave pop;permanent wave;pop rock;power pop;rock;soft rock;synthpop,2,6421a6a5-eea3-4c76-9cf0-3847ad507258,0.0,-17.1,-6.0,female,Sunglasses,66,66,0.0,0.0,0.0,0.002
rock,Rock,2mG8HHQ9S9kcbjcrb5N1FE,The Go-Go's,album rock;candy pop;dance rock;jangle pop;mellow gold;new romantic;new wave;new wave pop;permanent wave;pop rock;power pop;rock;soft rock;synthpop,2,2ee1eed9-8b6f-458e-94d2-2a90a82f3178,0.0,0.3,-16.1,female,NoGlasses,65,65,0.0,0.0,0.0,0.002
rock,Rock,6scOultrkXrQsClcbGKM7e,The Motels,album rock;dance rock;mellow gold;new romantic;new wave;new wave pop;synthpop,1,ad288a87-50db-4fc1-9959-e80ac064f3e1,0.0,2.8,3.1,female,NoGlasses,52,52,0.0,0.0,0.0,0.003
rock,Rock,2wwMTLM2da1sa2JcJslf8W,Heartless Bastards,garage rock;indie folk;indie rock;modern blues;new americana;punk blues;stomp and holler,4,517949dc-65d7-48ed-a4dd-aafba22110ac,0.0,-3.2,9.6,male,NoGlasses,74,74,0.2,0.1,0.2,0.0
rock,Rock,2wwMTLM2da1sa2JcJslf8W,Heartless Bastards,garage rock;indie folk;indie rock;modern blues;new americana;punk blues;stomp and holler,4,f7accbfe-0809-4df2-bc04-5535f84a1625,0.0,8.8,-2.8,male,NoGlasses,73,73,0.2,0.1,0.2,0.0
rock,Rock,2wwMTLM2da1sa2JcJslf8W,Heartless Bastards,garage rock;indie folk;indie rock;modern blues;new americana;punk blues;stomp and holler,4,3bad623f-3600-4230-b8fd-40bedcc3dbe4,0.0,-6.0,-6.9,male,ReadingGlasses,70,70,0.1,0.1,0.0,0.0
rock,Rock,2wwMTLM2da1sa2JcJslf8W,Heartless Bastards,garage rock;indie folk;indie rock;modern blues;new americana;punk blues;stomp and holler,4,3ec431fd-f7c4-4799-b056-b5d7c5136a87,0.0,-1.4,1.4,female,NoGlasses,69,69,0.0,0.0,0.0,0.0
rock,Rock,2zMQOJ4Cyl4BYbw6WqaO3h,L7,alternative rock;electroclash;funk rock;garage rock;grunge;post-grunge;punk;riot grrrl;rock,0,,,,,,,,,,,,
rock,Rock,0vYkHhJ48Bs3jWcvZXvOrP,Patti Smith,alternative rock;art rock;classic rock;dance rock;folk;folk christmas;folk rock;folk-pop;heavy christmas;new wave;new wave pop;permanent wave;post-punk;protopunk;psychedelic rock;punk;punk christmas;rock;singer-songwriter,1,400597e0-c0c1-485f-84f7-207bd1c9d1d9,0.0,-4.1,-6.3,male,NoGlasses,142,142,0.0,0.1,0.0,0.0
rock,Rock,12VaqyEhgwDRuFfEqbnrpz,PJ Harvey,alternative rock;anti-folk;art rock;britpop;chamber pop;dream pop;electronic;folk-pop;freak folk;garage rock;indie pop;indie rock;lilith;melancholia;new wave;permanent wave;piano rock;singer-songwriter;slow core;trip hop,1,4bfd68b3-5f54-416d-a451-2305844931d3,0.0,3.4,7.8,female,NoGlasses,87,87,0.0,0.0,0.0,0.0
rock,Rock,7w29UYBi0qsHi5RTcv3lmA,Björk,alternative dance;chamber pop;electronic;folk-pop;icelandic pop;metropopolis;permanent wave;pop rock;synthpop;trip hop,0,,,,,,,,,,,,
rock,Rock,4UVVTy0qvm10N2I4dgsrtq,Damone,candy pop;pop emo,4,ac360bce-37e8-49e8-95de-e3d38fe6fddd,0.0,-11.5,0.2,female,NoGlasses,86,86,0.0,0.0,0.0,0.004
rock,Rock,4UVVTy0qvm10N2I4dgsrtq,Damone,candy pop;pop emo,4,58f13f75-18de-4bba-8ef7-277dbb7946c0,0.0,-5.1,-16.4,male,Sunglasses,83,83,0.5,0.2,0.2,0.0
rock,Rock,4UVVTy0qvm10N2I4dgsrtq,Damone,candy pop;pop emo,4,3347f41f-39a3-421c-8145-6a38c9fe433c,0.0,-8.9,-4.5,male,NoGlasses,71,71,0.2,0.1,0.1,0.0
rock,Rock,4UVVTy0qvm10N2I4dgsrtq,Damone,candy pop;pop emo,4,dc65d774-fd98-4959-832c-45779fbc8cb9,0.0,-7.4,-10.4,male,NoGlasses,69,69,0.2,0.0,0.0,0.0
rock,Rock,4IliztYDlfMvzQzbx50o60,Flyleaf,alternative metal;christian alternative rock;christian rock;emo;nu metal;pop emo;pop punk;post-grunge;rap metal;rap rock,5,4860f66f-7050-4b90-a634-fa61e395ea46,0.0,-23.1,-5.3,female,NoGlasses,87,87,0.0,0.0,0.0,0.036
rock,Rock,4IliztYDlfMvzQzbx50o60,Flyleaf,alternative metal;christian alternative rock;christian rock;emo;nu metal;pop emo;pop punk;post-grunge;rap metal;rap rock,5,0e384d39-7f3f-4a67-a541-6bbff56c4ec7,0.0,-6.4,-0.5,male,ReadingGlasses,68,68,0.4,0.3,0.1,0.007
rock,Rock,4IliztYDlfMvzQzbx50o60,Flyleaf,alternative metal;christian alternative rock;christian rock;emo;nu metal;pop emo;pop punk;post-grunge;rap metal;rap rock,5,07e46d9a-dda1-4b37-8333-73a6381cf6bc,0.0,4.9,3.9,male,NoGlasses,57,57,0.2,0.1,0.3,0.001
rock,Rock,4IliztYDlfMvzQzbx50o60,Flyleaf,alternative metal;christian alternative rock;christian rock;emo;nu metal;pop emo;pop punk;post-grunge;rap metal;rap rock,5,48a12036-ef93-421e-bd5b-e08e6c451960,0.0,-3.7,2.6,male,NoGlasses,51,51,0.7,0.4,0.5,0.462
rock,Rock,4IliztYDlfMvzQzbx50o60,Flyleaf,alternative metal;christian alternative rock;christian rock;emo;nu metal;pop emo;pop punk;post-grunge;rap metal;rap rock,5,93de623a-f088-4925-9065-8d4057c6bb10,0.0,0.8,-3.4,male,NoGlasses,47,47,0.4,0.0,0.2,0.006
rock,Rock,7rtM2wPKQlFpsm0C4qJlDk,Kendra Morris,,0,,,,,,,,,,,,
rock,Rock,2cevwbv7ISD92VMNLYLHZA,Rilo Kiley,anti-folk;chamber pop;folk-pop;indie folk;indie pop;indie rock;la indie;lilith;lo-fi;pop rock;singer-songwriter;stomp and holler,3,f83d40c6-b20b-4bbb-b068-a1e1734d86e5,0.0,-17.7,-7.2,male,NoGlasses,112,112,0.1,0.2,0.3,0.009
rock,Rock,2cevwbv7ISD92VMNLYLHZA,Rilo Kiley,anti-folk;chamber pop;folk-pop;indie folk;indie pop;indie rock;la indie;lilith;lo-fi;pop rock;singer-songwriter;stomp and holler,3,c221ceb5-f4c8-4b83-b6dd-aa12034569b3,0.0,37.6,20.5,male,NoGlasses,100,100,0.3,0.6,0.1,0.138
rock,Rock,2cevwbv7ISD92VMNLYLHZA,Rilo Kiley,anti-folk;chamber pop;folk-pop;indie folk;indie pop;indie rock;la indie;lilith;lo-fi;pop rock;singer-songwriter;stomp and holler,3,bde5e6c8-e52c-4a50-a3da-bfeb97a30eb5,0.0,-4.0,-12.5,male,NoGlasses,70,70,0.2,0.3,0.0,0.01
rock,Rock,2QwJQuBekTA4qF7N7uLHDP,Veruca Salt,alternative pop;alternative rock;grunge;lilith;pop rock;post-grunge,3,ad66c713-2e07-4942-9a2a-fb7350a7d844,0.0,-0.7,-4.4,male,NoGlasses,70,70,0.2,0.5,0.2,0.006
rock,Rock,2QwJQuBekTA4qF7N7uLHDP,Veruca Salt,alternative pop;alternative rock;grunge;lilith;pop rock;post-grunge,3,9ab34297-c2f8-4f74-873b-b0d4150b5cec,0.0,18.4,-5.1,male,NoGlasses,54,54,0.3,0.4,0.4,0.0
rock,Rock,2QwJQuBekTA4qF7N7uLHDP,Veruca Salt,alternative pop;alternative rock;grunge;lilith;pop rock;post-grunge,3,74dbc66c-93c2-44be-971a-55b4dcb010a8,0.0,0.4,-2.5,female,NoGlasses,38,38,0.0,0.0,0.0,0.0
rock,Rock,6RaSfqo4f0b42iNouQeAKK,Tracy Bonham,alternative pop;boston rock;folk christmas;folk-pop;lilith;new wave pop;pop christmas;pop rock,1,653388f0-f718-4b4c-be91-558aee9ca34a,0.0,-4.0,-8.8,female,NoGlasses,342,342,0.0,0.0,0.0,0.009
rock,Rock,16BoY9HfrtxVodHVdgad07,Jill Sobule,ectofolk;folk;folk christmas;folk-pop;lilith;new wave pop,0,,,,,,,,,,,,
rock,Rock,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,dance pop;pop,1,2b3f2cf4-6fb7-41d0-9001-a40893e5394a,0.0,-0.7,3.4,female,NoGlasses,209,209,0.0,0.0,0.0,0.0
rock,Rock,4KDyYWR7IpxZ7xrdYbKrqY,Bonnie Raitt,blues;blues-rock;classic rock;country blues;country rock;electric blues;folk;folk rock;folk-pop;jazz blues;lilith;mellow gold;modern blues;pop rock;rock;roots rock;singer-songwriter;soft rock;soul;soul blues;southern rock;traditional folk,1,9726dab5-1eb2-4eff-924f-8b30c0066698,0.0,-13.0,-11.9,female,NoGlasses,303,303,0.0,0.0,0.0,0.943
rock,Rock,1n65zfwYIj5kKEtNgxUlWb,Siouxsie and the Banshees,alternative rock;art rock;dance rock;dark wave;dream pop;electroclash;experimental;gothic rock;industrial rock;madchester;new romantic;new wave;new wave pop;pop rock;post-punk;punk;synthpop;uk post-punk,3,8139ba7f-c9a1-475d-a00e-d66c0ee3251f,0.0,-8.5,-5.1,male,NoGlasses,246,246,0.2,0.0,0.2,0.023
rock,Rock,1n65zfwYIj5kKEtNgxUlWb,Siouxsie and the Banshees,alternative rock;art rock;dance rock;dark wave;dream pop;electroclash;experimental;gothic rock;industrial rock;madchester;new romantic;new wave;new wave pop;pop rock;post-punk;punk;synthpop;uk post-punk,3,0223ddd3-51f3-4e62-aad3-9d83d3277942,0.0,-4.4,-0.1,female,NoGlasses,241,241,0.0,0.0,0.0,0.047
rock,Rock,1n65zfwYIj5kKEtNgxUlWb,Siouxsie and the Banshees,alternative rock;art rock;dance rock;dark wave;dream pop;electroclash;experimental;gothic rock;industrial rock;madchester;new romantic;new wave;new wave pop;pop rock;post-punk;punk;synthpop;uk post-punk,3,dc6bb286-d902-411c-9432-16abd8b530d5,0.0,27.7,1.9,male,NoGlasses,215,215,0.0,0.0,0.0,0.149
rock,Rock,21egYD1eInY6bGFcniCRT1,First Aid Kit,folk-pop;indie folk;indie pop;stomp and holler,2,af40422a-63f0-4757-9c65-fc5f56379b57,0.0,8.2,5.6,female,NoGlasses,109,109,0.0,0.0,0.0,0.004
rock,Rock,21egYD1eInY6bGFcniCRT1,First Aid Kit,folk-pop;indie folk;indie pop;stomp and holler,2,eaf99f4d-3a88-4d14-a534-c1480f1bcc20,0.0,-18.6,-19.1,female,NoGlasses,94,94,0.0,0.0,0.0,0.001
rock,Rock,4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men,folk-pop;icelandic pop;indie folk;indie pop;metropopolis;pop;stomp and holler,5,52c047f8-0eb9-41b3-8645-76eb1753456e,0.0,14.3,0.3,male,NoGlasses,77,77,0.5,0.8,0.7,0.002
rock,Rock,4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men,folk-pop;icelandic pop;indie folk;indie pop;metropopolis;pop;stomp and holler,5,d5064d18-716d-45e3-b741-cff2de455de2,0.0,-12.5,-29.3,male,NoGlasses,74,74,0.1,0.1,0.2,0.002
rock,Rock,4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men,folk-pop;icelandic pop;indie folk;indie pop;metropopolis;pop;stomp and holler,5,f89fc5a1-6236-4bca-b419-ae6e7efbb8fc,0.0,-1.1,2.2,male,NoGlasses,66,66,0.3,0.1,0.0,0.003
rock,Rock,4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men,folk-pop;icelandic pop;indie folk;indie pop;metropopolis;pop;stomp and holler,5,8b2893b3-5495-4df2-850e-d6cea6a46ad7,0.0,4.5,30.1,female,NoGlasses,64,64,0.0,0.0,0.0,0.001
rock,Rock,4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men,folk-pop;icelandic pop;indie folk;indie pop;metropopolis;pop;stomp and holler,5,3c607fdd-37e5-4873-a699-6094079fa616,0.0,-6.1,8.4,male,NoGlasses,63,63,0.2,0.1,0.0,0.0
rock,Rock,1ET1wIkDmuCBC80XcTr3Sg,The Pierces,candy pop;folk-pop;lilith;pop,2,31af445f-1b63-4d83-a7ab-ed60861ee3e7,0.0,-19.2,8.3,female,NoGlasses,199,199,0.0,0.0,0.0,0.001
rock,Rock,1ET1wIkDmuCBC80XcTr3Sg,The Pierces,candy pop;folk-pop;lilith;pop,2,85c1a46b-d0db-488f-b395-66426a32bd60,0.0,8.4,-10.5,female,NoGlasses,190,190,0.0,0.0,0.0,0.007
rock,Rock,1KsASRNugxU85T0u6zSg32,Tori Amos,ectofolk;folk christmas;folk-pop;lilith;melancholia;new wave pop;permanent wave;piano rock;pop christmas;pop rock;singer-songwriter,1,6693baa5-1057-4638-a528-b31cfa4670c6,0.0,-12.3,-3.6,female,ReadingGlasses,316,316,0.0,0.0,0.0,0.024
rock,Rock,1hzFN1aqlgBtzx2WnSK6tT,Jessie Baylin,acoustic pop;folk christmas;folk-pop,1,bcf5bd4a-9dc6-4da3-9eed-d0f932093c83,0.0,-14.5,17.5,female,NoGlasses,358,358,0.0,0.0,0.0,0.009
rock,Rock,3Ei1YRXKbNvyTsFVkSnP84,The Juliana Hatfield Three,alternative pop;boston rock,2,739aedd0-5bcf-40d8-a861-74865f199a05,0.0,18.6,-5.7,male,ReadingGlasses,76,76,0.1,0.0,0.1,0.09
rock,Rock,3Ei1YRXKbNvyTsFVkSnP84,The Juliana Hatfield Three,alternative pop;boston rock,2,4e628579-9a72-4189-b269-d5302d5e2f13,0.0,20.6,-1.1,female,NoGlasses,63,63,0.0,0.0,0.0,0.005
rock,Rock,4wLIbcoqmqI4WZHDiBxeCB,Sleater-Kinney,alternative pop;alternative rock;anti-folk;escape room;folk-pop;indie folk;indie pop;indie punk;indie rock;lo-fi;neo-psychedelic;noise pop;noise rock;post-punk;preverb;riot grrrl,3,78b2484e-4f6b-4ca8-b52d-02234863e62a,0.0,18.3,-10.7,female,NoGlasses,66,66,0.0,0.0,0.0,0.0
rock,Rock,4wLIbcoqmqI4WZHDiBxeCB,Sleater-Kinney,alternative pop;alternative rock;anti-folk;escape room;folk-pop;indie folk;indie pop;indie punk;indie rock;lo-fi;neo-psychedelic;noise pop;noise rock;post-punk;preverb;riot grrrl,3,c00bd15d-6aed-4f4a-a3e7-5d757d5d237e,0.0,-13.1,-1.6,female,NoGlasses,58,58,0.0,0.0,0.0,0.012
rock,Rock,4wLIbcoqmqI4WZHDiBxeCB,Sleater-Kinney,alternative pop;alternative rock;anti-folk;escape room;folk-pop;indie folk;indie pop;indie punk;indie rock;lo-fi;neo-psychedelic;noise pop;noise rock;post-punk;preverb;riot grrrl,3,9b336d67-2334-43cd-9de7-3f31fa912bb3,0.0,-21.3,-7.2,female,NoGlasses,56,56,0.0,0.0,0.0,0.001
